OS_Threads,Execution_Time_sec,Grid_Points,Time_Steps
6,                    0.004094780000, 100,                  45                   
6,                    0.024215130000, 500,                  45                   
6,                    0.053651433000, 1000,                 45                   
6,                    0.196257055000, 5000,                 45                   
6,                    0.302350674000, 10000,                45                   
6,                    1.838110483000, 50000,                45                   
6,                    3.628006056000, 100000,               45                   
6,                    17.908552908000, 500000,               45                   
6,                    54.434275832000, 1000000,              45 
